 Time,X,V
  7.7800,  4.7097, -0.8875
  7.7900,  4.7984, -0.8382
  7.8000,  4.8822, -0.7881
  7.8100,  4.9610, -0.7373
  7.8200,  5.0348, -0.6859
  7.8300,  5.1034, -0.6338
  7.8400,  5.1667, -0.5812
  7.8500,  5.2249, -0.5281
  7.8600,  5.2777, -0.4745
  7.8700,  5.3251, -0.4205
  7.8800,  5.3672, -0.3662
  7.8900,  5.4038, -0.3116
  7.9000,  5.4350, -0.2568
  7.9100,  5.4606, -0.2018
  7.9200,  5.4808, -0.1467
  7.9300,  5.4955, -0.0916
  7.9400,  5.5047, -0.0364
  7.9500,  5.5083,  0.0188
  7.9600,  5.5064,  0.0738
  7.9700,  5.4990,  0.1287
  7.9800,  5.4862,  0.1834
  7.9900,  5.4678,  0.2378
  8.0000,  5.4441,  0.2918
  8.0100,  5.4149,  0.3456
  8.0200,  5.3803,  0.3988
  8.0300,  5.3404,  0.4516
  8.0400,  5.2953,  0.5039
  8.0500,  5.2449,  0.5556
  8.0600,  5.1893,  0.6067
  8.0700,  5.1287,  0.6570
  8.0800,  5.0629,  0.7067
  8.0900,  4.9923,  0.7556
  8.1000,  4.9167,  0.8036
  8.1100,  4.8364,  0.8507
  8.1200,  4.7513,  0.8970
  8.1300,  4.6616,  0.9423
  8.1400,  4.5674,  0.9865
  8.1500,  4.4687,  1.0297
  8.1600,  4.3657,  1.0718
  8.1700,  4.2586,  1.1128
  8.1800,  4.1473,  1.1526
  8.1900,  4.0320,  1.1912
  8.2000,  3.9129,  1.2285
  8.2100,  3.7900,  1.2646
  8.2200,  3.6636,  1.2993
  8.2300,  3.5336,  1.3327
  8.2400,  3.4004,  1.3647
  8.2500,  3.2639,  1.3953
  8.2600,  3.1244,  1.4245
  8.2700,  2.9819,  1.4522
  8.2800,  2.8367,  1.4784
  8.2900,  2.6889,  1.5030
  8.3000,  2.5386,  1.5262
  8.3100,  2.3860,  1.5477
  8.3200,  2.2312,  1.5677
  8.3300,  2.0744,  1.5861
  8.3400,  1.9158,  1.6029
  8.3500,  1.7555,  1.6180
  8.3600,  1.5937,  1.6315
  8.3700,  1.4306,  1.6434
  8.3800,  1.2662,  1.6536
  8.3900,  1.1009,  1.6621
  8.4000,  0.9346,  1.6690
  8.4100,  0.7677,  1.6742
  8.4200,  0.6003,  1.6776
  8.4300,  0.4326,  1.6795
  8.4400,  0.2646,  1.6796
  8.4500,  0.0967,  1.6780
  8.4600, -0.0711,  1.6748
  8.4700, -0.2386,  1.6699
  8.4800, -0.4056,  1.6633
  8.4900, -0.5720,  1.6551
  8.5000, -0.7375,  1.6453
  8.5100, -0.9020,  1.6338
  8.5200, -1.0654,  1.6207
  8.5300, -1.2274,  1.6060
  8.5400, -1.3880,  1.5897
  8.5500, -1.5470,  1.5718
  8.5600, -1.7042,  1.5524
  8.5700, -1.8594,  1.5315
  8.5800, -2.0126,  1.5091
  8.5900, -2.1635,  1.4852
  8.6000, -2.3120,  1.4598
  8.6100, -2.4580,  1.4331
  8.6200, -2.6013,  1.4049
  8.6300, -2.7418,  1.3754
  8.6400, -2.8793,  1.3445
  8.6500, -3.0138,  1.3124
  8.6600, -3.1450,  1.2790
  8.6700, -3.2729,  1.2443
  8.6800, -3.3973,  1.2085
  8.6900, -3.5182,  1.1715
  8.7000, -3.6353,  1.1334
  8.7100, -3.7487,  1.0942
  8.7200, -3.8581,  1.0539
  8.7300, -3.9635,  1.0127
  8.7400, -4.0648,  0.9706
  8.7500, -4.1618,  0.9275
  8.7600, -4.2546,  0.8836
  8.7700, -4.3429,  0.8388
  8.7800, -4.4268,  0.7933
  8.7900, -4.5061,  0.7470
  8.8000, -4.5808,  0.7001
  8.8100, -4.6508,  0.6525
  8.8200, -4.7161,  0.6044
  8.8300, -4.7765,  0.5557
  8.8400, -4.8321,  0.5066
  8.8500, -4.8828,  0.4570
  8.8600, -4.9285,  0.4070
  8.8700, -4.9692,  0.3567
  8.8800, -5.0048,  0.3061
  8.8900, -5.0354,  0.2553
  8.9000, -5.0610,  0.2043
  8.9100, -5.0814,  0.1532
  8.9200, -5.0967,  0.1020
  8.9300, -5.1069,  0.0508
  8.9400, -5.1120, -0.0004
  8.9500, -5.1120, -0.0515
  8.9600, -5.1068, -0.1025
  8.9700, -5.0966, -0.1533
  8.9800, -5.0812, -0.2039
  8.9900, -5.0608, -0.2542
  9.0000, -5.0354, -0.3042
  9.0100, -5.0050, -0.3538
  9.0200, -4.9696, -0.4030
  9.0300, -4.9293, -0.4516
  9.0400, -4.8842, -0.4998
  9.0500, -4.8342, -0.5474
  9.0600, -4.7794, -0.5944
  9.0700, -4.7200, -0.6407
  9.0800, -4.6559, -0.6863
  9.0900, -4.5873, -0.7311
  9.1000, -4.5142, -0.7752
  9.1100, -4.4367, -0.8184
  9.1200, -4.3548, -0.8607
  9.1300, -4.2688, -0.9021
  9.1400, -4.1786, -0.9425
  9.1500, -4.0843, -0.9819
  9.1600, -3.9861, -1.0203
  9.1700, -3.8841, -1.0576
  9.1800, -3.7783, -1.0938
  9.1900, -3.6689, -1.1289
  9.2000, -3.5560, -1.1628
  9.2100, -3.4398, -1.1954
  9.2200, -3.3202, -1.2268
  9.2300, -3.1975, -1.2570
  9.2400, -3.0718, -1.2858
  9.2500, -2.9433, -1.3133
  9.2600, -2.8119, -1.3394
  9.2700, -2.6780, -1.3642
  9.2800, -2.5416, -1.3876
  9.2900, -2.4028, -1.4095
  9.3000, -2.2619, -1.4300
  9.3100, -2.1189, -1.4491
  9.3200, -1.9739, -1.4666
  9.3300, -1.8273, -1.4827
  9.3400, -1.6790, -1.4973
  9.3500, -1.5293, -1.5103
  9.3600, -1.3782, -1.5218
  9.3700, -1.2261, -1.5318
  9.3800, -1.0729, -1.5403
  9.3900, -0.9189, -1.5471
  9.4000, -0.7641, -1.5525
  9.4100, -0.6089, -1.5562
  9.4200, -0.4533, -1.5584
  9.4300, -0.2974, -1.5591
  9.4400, -0.1415, -1.5581
  9.4500,  0.0143, -1.5556
  9.4600,  0.1699, -1.5516
  9.4700,  0.3250, -1.5460
  9.4800,  0.4796, -1.5389
  9.4900,  0.6335, -1.5303
  9.5000,  0.7865, -1.5201
  9.5100,  0.9385, -1.5085
  9.5200,  1.0894, -1.4953
  9.5300,  1.2389, -1.4807
  9.5400,  1.3870, -1.4646
  9.5500,  1.5334, -1.4470
  9.5600,  1.6781, -1.4281
  9.5700,  1.8210, -1.4077
  9.5800,  1.9617, -1.3860
  9.5900,  2.1003, -1.3629
  9.6000,  2.2366, -1.3385
  9.6100,  2.3705, -1.3128
  9.6200,  2.5018, -1.2858
  9.6300,  2.6303, -1.2576
  9.6400,  2.7561, -1.2281
  9.6500,  2.8789, -1.1975
  9.6600,  2.9987, -1.1657
  9.6700,  3.1152, -1.1328
  9.6800,  3.2285, -1.0988
  9.6900,  3.3384, -1.0638
  9.7000,  3.4448, -1.0278
  9.7100,  3.5476, -0.9907
  9.7200,  3.6466, -0.9528
  9.7300,  3.7419, -0.9139
  9.7400,  3.8333, -0.8742
  9.7500,  3.9207, -0.8337
  9.7600,  4.0041, -0.7924
  9.7700,  4.0833, -0.7504
  9.7800,  4.1584, -0.7077
  9.7900,  4.2292, -0.6643
  9.8000,  4.2956, -0.6204
  9.8100,  4.3576, -0.5759
  9.8200,  4.4152, -0.5309
  9.8300,  4.4683, -0.4854
  9.8400,  4.5168, -0.4395
  9.8500,  4.5608, -0.3932
  9.8600,  4.6001, -0.3466
  9.8700,  4.6348, -0.2998
  9.8800,  4.6648, -0.2527
  9.8900,  4.6900, -0.2054
  9.9000,  4.7106, -0.1580
  9.9100,  4.7264, -0.1105
  9.9200,  4.7374, -0.0629
  9.9300,  4.7437, -0.0154
  9.9400,  4.7452,  0.0321
  9.9500,  4.7420,  0.0794
  9.9600,  4.7341,  0.1267
  9.9700,  4.7214,  0.1737
  9.9800,  4.7041,  0.2205
  9.9900,  4.6820,  0.2670
 10.0000,  4.6553,  0.3131
 10.0100,  4.6240,  0.3589
 10.0200,  4.5881,  0.4042
 10.0300,  4.5477,  0.4491
 10.0400,  4.5028,  0.4934
 10.0500,  4.4534,  0.5372
 10.0600,  4.3997,  0.5804
 10.0700,  4.3417,  0.6230
 10.0800,  4.2794,  0.6648
 10.0900,  4.2129,  0.7060
 10.1000,  4.1423,  0.7463
 10.1100,  4.0677,  0.7859
 10.1200,  3.9891,  0.8246
 10.1300,  3.9066,  0.8624
 10.1400,  3.8204,  0.8993
 10.1500,  3.7304,  0.9353
 10.1600,  3.6369,  0.9703
 10.1700,  3.5399,  1.0042
 10.1800,  3.4395,  1.0371
 10.1900,  3.3357,  1.0689
 10.2000,  3.2289,  1.0996
 10.2100,  3.1189,  1.1291
 10.2200,  3.0060,  1.1575
 10.2300,  2.8902,  1.1847
 10.2400,  2.7718,  1.2106
 10.2500,  2.6507,  1.2353
 10.2600,  2.5272,  1.2587
 10.2700,  2.4013,  1.2808
 10.2800,  2.2732,  1.3016
 10.2900,  2.1431,  1.3211
 10.3000,  2.0110,  1.3392
 10.3100,  1.8770,  1.3560
 10.3200,  1.7414,  1.3714
 10.3300,  1.6043,  1.3854
 10.3400,  1.4658,  1.3980
 10.3500,  1.3260,  1.4091
 10.3600,  1.1850,  1.4189
 10.3700,  1.0432,  1.4272
 10.3800,  0.9004,  1.4340
 10.3900,  0.7570,  1.4394
 10.4000,  0.6131,  1.4434
 10.4100,  0.4688,  1.4459
 10.4200,  0.3242,  1.4470
 10.4300,  0.1795,  1.4466
 10.4400,  0.0348,  1.4448
 10.4500, -0.1097,  1.4415
 10.4600, -0.2538,  1.4368
 10.4700, -0.3975,  1.4307
 10.4800, -0.5406,  1.4232
 10.4900, -0.6829,  1.4142
 10.5000, -0.8243,  1.4038
 10.5100, -0.9647,  1.3921
 10.5200, -1.1039,  1.3790
 10.5300, -1.2418,  1.3645
 10.5400, -1.3783,  1.3486
 10.5500, -1.5131,  1.3315
 10.5600, -1.6463,  1.3130
 10.5700, -1.7776,  1.2933
 10.5800, -1.9069,  1.2723
 10.5900, -2.0341,  1.2500
 10.6000, -2.1591,  1.2266
 10.6100, -2.2818,  1.2019
 10.6200, -2.4020,  1.1761
 10.6300, -2.5196,  1.1491
 10.6400, -2.6345,  1.1210
 10.6500, -2.7466,  1.0919
 10.6600, -2.8558,  1.0617
 10.6700, -2.9620,  1.0305
 10.6800, -3.0650,  0.9983
 10.6900, -3.1648,  0.9651
 10.7000, -3.2614,  0.9311
 10.7100, -3.3545,  0.8961
 10.7200, -3.4441,  0.8604
 10.7300, -3.5301,  0.8238
 10.7400, -3.6125,  0.7864
 10.7500, -3.6911,  0.7483
 10.7600, -3.7660,  0.7095
 10.7700, -3.8369,  0.6701
 10.7800, -3.9039,  0.6301
 10.7900, -3.9669,  0.5894
 10.8000, -4.0259,  0.5483
 10.8100, -4.0807,  0.5067
 10.8200, -4.1314,  0.4646
 10.8300, -4.1778,  0.4221
 10.8400, -4.2200,  0.3793
 10.8500, -4.2580,  0.3361
 10.8600, -4.2916,  0.2927
 10.8700, -4.3209,  0.2491
 10.8800, -4.3458,  0.2052
 10.8900, -4.3663,  0.1613
 10.9000, -4.3824,  0.1172
 10.9100, -4.3941,  0.0731
 10.9200, -4.4014,  0.0290
 10.9300, -4.4043, -0.0151
 10.9400, -4.4028, -0.0591
 10.9500, -4.3969, -0.1030
 10.9600, -4.3866, -0.1467
 10.9700, -4.3719, -0.1902
 10.9800, -4.3529, -0.2335
 10.9900, -4.3296, -0.2764
 11.0000, -4.3019, -0.3190
 11.0100, -4.2700, -0.3612
 11.0200, -4.2339, -0.4030
 11.0300, -4.1936, -0.4444
 11.0400, -4.1492, -0.4852
 11.0500, -4.1006, -0.5255
 11.0600, -4.0481, -0.5652
 11.0700, -3.9916, -0.6042
 11.0800, -3.9312, -0.6426
 11.0900, -3.8669, -0.6803
 11.1000, -3.7989, -0.7173
 11.1100, -3.7271, -0.7535
 11.1200, -3.6518, -0.7889
 11.1300, -3.5729, -0.8234
 11.1400, -3.4905, -0.8571
 11.1500, -3.4048, -0.8899
 11.1600, -3.3158, -0.9217
 11.1700, -3.2237, -0.9525
 11.1800, -3.1284, -0.9824
 11.1900, -3.0302, -1.0112
 11.2000, -2.9291, -1.0390
 11.2100, -2.8252, -1.0657
 11.2200, -2.7186, -1.0913
 11.2300, -2.6095, -1.1157
 11.2400, -2.4979, -1.1390
 11.2500, -2.3840, -1.1612
 11.2600, -2.2679, -1.1821
 11.2700, -2.1497, -1.2018
 11.2800, -2.0295, -1.2203
 11.2900, -1.9074, -1.2376
 11.3000, -1.7837, -1.2536
 11.3100, -1.6583, -1.2683
 11.3200, -1.5315, -1.2817
 11.3300, -1.4033, -1.2938
 11.3400, -1.2739, -1.3046
 11.3500, -1.1435, -1.3141
 11.3600, -1.0121, -1.3222
 11.3700, -0.8799, -1.3290
 11.3800, -0.7470, -1.3345
 11.3900, -0.6135, -1.3386
 11.4000, -0.4796, -1.3414
 11.4100, -0.3455, -1.3429
 11.4200, -0.2112, -1.3430
 11.4300, -0.0769, -1.3417
 11.4400,  0.0573, -1.3391
 11.4500,  0.1912, -1.3352
 11.4600,  0.3247, -1.3300
 11.4700,  0.4577, -1.3234
 11.4800,  0.5900, -1.3155
 11.4900,  0.7216, -1.3063
 11.5000,  0.8522, -1.2958
 11.5100,  0.9818, -1.2841
 11.5200,  1.1102, -1.2710
 11.5300,  1.2373, -1.2568
 11.5400,  1.3630, -1.2413
 11.5500,  1.4871, -1.2245
 11.5600,  1.6096, -1.2066
 11.5700,  1.7302, -1.1875
 11.5800,  1.8490, -1.1672
 11.5900,  1.9657, -1.1458
 11.6000,  2.0803, -1.1233
 11.6100,  2.1926, -1.0997
 11.6200,  2.3026, -1.0750
 11.6300,  2.4101, -1.0493
 11.6400,  2.5150, -1.0226
 11.6500,  2.6172, -0.9948
 11.6600,  2.7167, -0.9662
 11.6700,  2.8133, -0.9366
 11.6800,  2.9070, -0.9061
 11.6900,  2.9976, -0.8748
 11.7000,  3.0851, -0.8426
 11.7100,  3.1694, -0.8097
 11.7200,  3.2503, -0.7760
 11.7300,  3.3279, -0.7415
 11.7400,  3.4021, -0.7064
 11.7500,  3.4727, -0.6706
 11.7600,  3.5398, -0.6342
 11.7700,  3.6032, -0.5972
 11.7800,  3.6629, -0.5597
 11.7900,  3.7189, -0.5217
 11.8000,  3.7710, -0.4832
 11.8100,  3.8194, -0.4442
 11.8200,  3.8638, -0.4049
 11.8300,  3.9043, -0.3653
 11.8400,  3.9408, -0.3253
 11.8500,  3.9733, -0.2851
 11.8600,  4.0018, -0.2447
 11.8700,  4.0263, -0.2040
 11.8800,  4.0467, -0.1633
 11.8900,  4.0630, -0.1224
 11.9000,  4.0753, -0.0814
 11.9100,  4.0834, -0.0405
 11.9200,  4.0875,  0.0004
 11.9300,  4.0874,  0.0413
 11.9400,  4.0833,  0.0821
 11.9500,  4.0751,  0.1227
 11.9600,  4.0628,  0.1632
 11.9700,  4.0465,  0.2034
 11.9800,  4.0262,  0.2433
 11.9900,  4.0018,  0.2830
 12.0000,  3.9735,  0.3223
 12.0100,  3.9413,  0.3612
 12.0200,  3.9052,  0.3997
 12.0300,  3.8652,  0.4378
 12.0400,  3.8214,  0.4753
 12.0500,  3.7739,  0.5124
 12.0600,  3.7227,  0.5488
 12.0700,  3.6678,  0.5847
 12.0800,  3.6093,  0.6199
 12.0900,  3.5473,  0.6544
 12.1000,  3.4819,  0.6883
 12.1100,  3.4130,  0.7214
 12.1200,  3.3409,  0.7537
 12.1300,  3.2655,  0.7852
 12.1400,  3.1870,  0.8159
 12.1500,  3.1054,  0.8458
 12.1600,  3.0208,  0.8747
 12.1700,  2.9334,  0.9027
 12.1800,  2.8431,  0.9298
 12.1900,  2.7501,  0.9559
 12.2000,  2.6545,  0.9810
 12.2100,  2.5564,  1.0051
 12.2200,  2.4559,  1.0282
 12.2300,  2.3531,  1.0501
 12.2400,  2.2481,  1.0711
 12.2500,  2.1410,  1.0909
 12.2600,  2.0319,  1.1095
 12.2700,  1.9209,  1.1271
 12.2800,  1.8082,  1.1435
 12.2900,  1.6939,  1.1587
 12.3000,  1.5780,  1.1727
 12.3100,  1.4607,  1.1856
 12.3200,  1.3422,  1.1972
 12.3300,  1.2225,  1.2077
 12.3400,  1.1017,  1.2169
 12.3500,  0.9800,  1.2248
 12.3600,  0.8575,  1.2316
 12.3700,  0.7344,  1.2371
 12.3800,  0.6107,  1.2413
 12.3900,  0.4865,  1.2443
 12.4000,  0.3621,  1.2461
 12.4100,  0.2375,  1.2466
 12.4200,  0.1128,  1.2458
 12.4300, -0.0118,  1.2439
 12.4400, -0.1361,  1.2406
 12.4500, -0.2602,  1.2362
 12.4600, -0.3838,  1.2305
 12.4700, -0.5069,  1.2236
 12.4800, -0.6292,  1.2154
 12.4900, -0.7508,  1.2061
 12.5000, -0.8714,  1.1956
 12.5100, -0.9909,  1.1839
 12.5200, -1.1093,  1.1710
 12.5300, -1.2264,  1.1570
 12.5400, -1.3421,  1.1418
 12.5500, -1.4563,  1.1256
 12.5600, -1.5689,  1.1082
 12.5700, -1.6797,  1.0897
 12.5800, -1.7887,  1.0702
 12.5900, -1.8957,  1.0496
 12.6000, -2.0006,  1.0281
 12.6100, -2.1034,  1.0055
 12.6200, -2.2040,  0.9819
 12.6300, -2.3022,  0.9574
 12.6400, -2.3979,  0.9320
 12.6500, -2.4911,  0.9057
 12.6600, -2.5817,  0.8785
 12.6700, -2.6696,  0.8505
 12.6800, -2.7546,  0.8217
 12.6900, -2.8368,  0.7921
 12.7000, -2.9160,  0.7618
 12.7100, -2.9922,  0.7307
 12.7200, -3.0652,  0.6989
 12.7300, -3.1351,  0.6665
 12.7400, -3.2018,  0.6335
 12.7500, -3.2651,  0.5999
 12.7600, -3.3251,  0.5658
 12.7700, -3.3817,  0.5311
 12.7800, -3.4348,  0.4960
 12.7900, -3.4844,  0.4604
 12.8000, -3.5304,  0.4244
 12.8100, -3.5729,  0.3880
 12.8200, -3.6117,  0.3513
 12.8300, -3.6468,  0.3143
 12.8400, -3.6783,  0.2771
 12.8500, -3.7060,  0.2396
 12.8600, -3.7299,  0.2019
 12.8700, -3.7501,  0.1641
 12.8800, -3.7665,  0.1262
 12.8900, -3.7791,  0.0882
 12.9000, -3.7880,  0.0502
 12.9100, -3.7930,  0.0122
 12.9200, -3.7942, -0.0257
 12.9300, -3.7916, -0.0636
 12.9400, -3.7853, -0.1014
 12.9500, -3.7751, -0.1390
 12.9600, -3.7612, -0.1764
 12.9700, -3.7436, -0.2136
 12.9800, -3.7222, -0.2505
 12.9900, -3.6972, -0.2871
 13.0000, -3.6685, -0.3233
 13.0100, -3.6362, -0.3592
 13.0200, -3.6002, -0.3946
 13.0300, -3.5608, -0.4297
 13.0400, -3.5178, -0.4642
 13.0500, -3.4714, -0.4982
 13.0600, -3.4216, -0.5317
 13.0700, -3.3684, -0.5646
 13.0800, -3.3119, -0.5968
 13.0900, -3.2523, -0.6285
 13.1000, -3.1894, -0.6594
 13.1100, -3.1235, -0.6897
 13.1200, -3.0545, -0.7192
 13.1300, -2.9826, -0.7479
 13.1400, -2.9078, -0.7759
 13.1500, -2.8302, -0.8030
 13.1600, -2.7499, -0.8293
 13.1700, -2.6670, -0.8547
 13.1800, -2.5815, -0.8793
 13.1900, -2.4936, -0.9029
 13.2000, -2.4033, -0.9256
 13.2100, -2.3107, -0.9473
 13.2200, -2.2160, -0.9680
 13.2300, -2.1192, -0.9878
 13.2400, -2.0204, -1.0065
 13.2500, -1.9198, -1.0242
 13.2600, -1.8174, -1.0408
 13.2700, -1.7133, -1.0564
 13.2800, -1.6076, -1.0709
 13.2900, -1.5005, -1.0843
 13.3000, -1.3921, -1.0966
 13.3100, -1.2825, -1.1077
 13.3200, -1.1717, -1.1178
 13.3300, -1.0599, -1.1267
 13.3400, -0.9472, -1.1345
 13.3500, -0.8338, -1.1411
 13.3600, -0.7197, -1.1466
 13.3700, -0.6050, -1.1510
 13.3800, -0.4899, -1.1541
 13.3900, -0.3745, -1.1561
 13.4000, -0.2589, -1.1570
 13.4100, -0.1432, -1.1567
 13.4200, -0.0275, -1.1552
 13.4300,  0.0880, -1.1526
 13.4400,  0.2033, -1.1489
 13.4500,  0.3182, -1.1440
 13.4600,  0.4326, -1.1379
 13.4700,  0.5463, -1.1307
 13.4800,  0.6594, -1.1225
 13.4900,  0.7717, -1.1131
 13.5000,  0.8830, -1.1026
 13.5100,  0.9932, -1.0910
 13.5200,  1.1023, -1.0783
 13.5300,  1.2102, -1.0646
 13.5400,  1.3166, -1.0498
 13.5500,  1.4216, -1.0340
 13.5600,  1.5250, -1.0172
 13.5700,  1.6267, -0.9994
 13.5800,  1.7267, -0.9807
 13.5900,  1.8247, -0.9610
 13.6000,  1.9208, -0.9403
 13.6100,  2.0149, -0.9188
 13.6200,  2.1067, -0.8963
 13.6300,  2.1964, -0.8730
 13.6400,  2.2837, -0.8489
 13.6500,  2.3686, -0.8239
 13.6600,  2.4509, -0.7981
 13.6700,  2.5308, -0.7716
 13.6800,  2.6079, -0.7444
 13.6900,  2.6824, -0.7165
 13.7000,  2.7540, -0.6878
 13.7100,  2.8228, -0.6586
 13.7200,  2.8887, -0.6287
 13.7300,  2.9515, -0.5983
 13.7400,  3.0114, -0.5672
 13.7500,  3.0681, -0.5357
 13.7600,  3.1216, -0.5037
 13.7700,  3.1720, -0.4712
 13.7800,  3.2191, -0.4383
 13.7900,  3.2630, -0.4050
 13.8000,  3.3035, -0.3714
 13.8100,  3.3406, -0.3374
 13.8200,  3.3744, -0.3032
 13.8300,  3.4047, -0.2687
 13.8400,  3.4315, -0.2340
 13.8500,  3.4549, -0.1991
 13.8600,  3.4748, -0.1640
 13.8700,  3.4912, -0.1289
 13.8800,  3.5041, -0.0936
 13.8900,  3.5135, -0.0583
 13.9000,  3.5193, -0.0231
 13.9100,  3.5216,  0.0122
 13.9200,  3.5204,  0.0474
 13.9300,  3.5157,  0.0825
 13.9400,  3.5074,  0.1174
 13.9500,  3.4957,  0.1522
 13.9600,  3.4805,  0.1868
 13.9700,  3.4618,  0.2211
 13.9800,  3.4397,  0.2552
 13.9900,  3.4142,  0.2889
 14.0000,  3.3853,  0.3223
 14.0100,  3.3530,  0.3554
 14.0200,  3.3175,  0.3880
 14.0300,  3.2787,  0.4202
 14.0400,  3.2367,  0.4520
 14.0500,  3.1915,  0.4832
 14.0600,  3.1431,  0.5139
 14.0700,  3.0918,  0.5441
 14.0800,  3.0374,  0.5736
 14.0900,  2.9800,  0.6026
 14.1000,  2.9197,  0.6309
 14.1100,  2.8566,  0.6585
 14.1200,  2.7908,  0.6854
 14.1300,  2.7223,  0.7116
 14.1400,  2.6511,  0.7370
 14.1500,  2.5774,  0.7617
 14.1600,  2.5012,  0.7856
 14.1700,  2.4227,  0.8086
 14.1800,  2.3418,  0.8308
 14.1900,  2.2587,  0.8522
 14.2000,  2.1735,  0.8726
 14.2100,  2.0862,  0.8922
 14.2200,  1.9970,  0.9108
 14.2300,  1.9059,  0.9285
 14.2400,  1.8131,  0.9452
 14.2500,  1.7186,  0.9610
 14.2600,  1.6225,  0.9758
 14.2700,  1.5249,  0.9896
 14.2800,  1.4259,  1.0024
 14.2900,  1.3257,  1.0141
 14.3000,  1.2243,  1.0248
 14.3100,  1.1218,  1.0345
 14.3200,  1.0183,  1.0431
 14.3300,  0.9140,  1.0507
 14.3400,  0.8090,  1.0572
 14.3500,  0.7032,  1.0627
 14.3600,  0.5970,  1.0671
 14.3700,  0.4903,  1.0704
 14.3800,  0.3832,  1.0726
 14.3900,  0.2760,  1.0737
 14.4000,  0.1686,  1.0738
 14.4100,  0.0612,  1.0728
 14.4200, -0.0461,  1.0707
 14.4300, -0.1531,  1.0676
 14.4400, -0.2599,  1.0634
 14.4500, -0.3662,  1.0581
 14.4600, -0.4721,  1.0518
 14.4700, -0.5772,  1.0445
 14.4800, -0.6817,  1.0361
 14.4900, -0.7853,  1.0267
 14.5000, -0.8880,  1.0163
 14.5100, -0.9896,  1.0049
 14.5200, -1.0901,  0.9924
 14.5300, -1.1893,  0.9791
 14.5400, -1.2872,  0.9647
 14.5500, -1.3837,  0.9494
 14.5600, -1.4786,  0.9332
 14.5700, -1.5720,  0.9161
 14.5800, -1.6636,  0.8981
 14.5900, -1.7534,  0.8792
 14.6000, -1.8413,  0.8595
 14.6100, -1.9273,  0.8389
 14.6200, -2.0112,  0.8176
 14.6300, -2.0929,  0.7954
 14.6400, -2.1725,  0.7725
 14.6500, -2.2497,  0.7488
 14.6600, -2.3246,  0.7245
 14.6700, -2.3970,  0.6994
 14.6800, -2.4670,  0.6737
 14.6900, -2.5343,  0.6473
 14.7000, -2.5991,  0.6204
 14.7100, -2.6611,  0.5928
 14.7200, -2.7204,  0.5647
 14.7300, -2.7769,  0.5361
 14.7400, -2.8305,  0.5070
 14.7500, -2.8812,  0.4774
 14.7600, -2.9289,  0.4474
 14.7700, -2.9737,  0.4170
 14.7800, -3.0154,  0.3862
 14.7900, -3.0540,  0.3551
 14.8000, -3.0895,  0.3237
 14.8100, -3.1219,  0.2920
 14.8200, -3.1511,  0.2600
 14.8300, -3.1771,  0.2279
 14.8400, -3.1999,  0.1955
 14.8500, -3.2194,  0.1631
 14.8600, -3.2357,  0.1305
 14.8700, -3.2488,  0.0978
 14.8800, -3.2585,  0.0650
 14.8900, -3.2650,  0.0323
 14.9000, -3.2683, -0.0004
 14.9100, -3.2682, -0.0331
 14.9200, -3.2649, -0.0657
 14.9300, -3.2583, -0.0982
 14.9400, -3.2485, -0.1305
 14.9500, -3.2355, -0.1627
 14.9600, -3.2192, -0.1947
 14.9700, -3.1997, -0.2264
 14.9800, -3.1771, -0.2578
 14.9900, -3.1513, -0.2889
 15.0000, -3.1224, -0.3197
 15.0100, -3.0905, -0.3501
 15.0200, -3.0554, -0.3802
 15.0300, -3.0174, -0.4098
 15.0400, -2.9765, -0.4389
 15.0500, -2.9326, -0.4676
 15.0600, -2.8858, -0.4957
 15.0700, -2.8362, -0.5234
 15.0800, -2.7839, -0.5504
 15.0900, -2.7289, -0.5769
 15.1000, -2.6712, -0.6027
 15.1100, -2.6109, -0.6279
 15.1200, -2.5481, -0.6525
 15.1300, -2.4829, -0.6763
 15.1400, -2.4152, -0.6995
 15.1500, -2.3453, -0.7219
 15.1600, -2.2731, -0.7435
 15.1700, -2.1987, -0.7644
 15.1800, -2.1223, -0.7845
 15.1900, -2.0439, -0.8037
 15.2000, -1.9635, -0.8221
 15.2100, -1.8813, -0.8397
 15.2200, -1.7973, -0.8564
 15.2300, -1.7117, -0.8723
 15.2400, -1.6244, -0.8872
 15.2500, -1.5357, -0.9012
 15.2600, -1.4456, -0.9143
 15.2700, -1.3542, -0.9265
 15.2800, -1.2615, -0.9377
 15.2900, -1.1677, -0.9480
 15.3000, -1.0729, -0.9573
 15.3100, -0.9772, -0.9656
 15.3200, -0.8806, -0.9730
 15.3300, -0.7833, -0.9794
 15.3400, -0.6854, -0.9848
 15.3500, -0.5869, -0.9892
 15.3600, -0.4880, -0.9925
 15.3700, -0.3887, -0.9949
 15.3800, -0.2893, -0.9963
 15.3900, -0.1896, -0.9968
 15.4000, -0.0899, -0.9962
 15.4100,  0.0097, -0.9946
 15.4200,  0.1091, -0.9920
 15.4300,  0.2083, -0.9884
 15.4400,  0.3072, -0.9839
 15.4500,  0.4056, -0.9783
 15.4600,  0.5034, -0.9718
 15.4700,  0.6006, -0.9644
 15.4800,  0.6970, -0.9559
 15.4900,  0.7926, -0.9466
 15.5000,  0.8873, -0.9363
 15.5100,  0.9809, -0.9251
 15.5200,  1.0734, -0.9130
 15.5300,  1.1647, -0.8999
 15.5400,  1.2547, -0.8860
