 Time,X,V
 44.7800, -0.3393, -0.0276
 44.7900, -0.3365, -0.0309
 44.8000, -0.3334, -0.0342
 44.8100, -0.3300, -0.0375
 44.8200, -0.3263, -0.0407
 44.8300, -0.3222, -0.0439
 44.8400, -0.3178, -0.0470
 44.8500, -0.3131, -0.0500
 44.8600, -0.3081, -0.0530
 44.8700, -0.3028, -0.0560
 44.8800, -0.2972, -0.0589
 44.8900, -0.2913, -0.0617
 44.9000, -0.2851, -0.0645
 44.9100, -0.2787, -0.0671
 44.9200, -0.2720, -0.0698
 44.9300, -0.2650, -0.0723
 44.9400, -0.2578, -0.0748
 44.9500, -0.2503, -0.0772
 44.9600, -0.2426, -0.0795
 44.9700, -0.2346, -0.0817
 44.9800, -0.2265, -0.0838
 44.9900, -0.2181, -0.0859
 45.0000, -0.2095, -0.0879
 45.0100, -0.2007, -0.0897
 45.0200, -0.1917, -0.0915
 45.0300, -0.1826, -0.0932
 45.0400, -0.1733, -0.0948
 45.0500, -0.1638, -0.0963
 45.0600, -0.1541, -0.0977
 45.0700, -0.1444, -0.0990
 45.0800, -0.1345, -0.1002
 45.0900, -0.1245, -0.1013
 45.1000, -0.1143, -0.1023
 45.1100, -0.1041, -0.1032
 45.1200, -0.0938, -0.1040
 45.1300, -0.0834, -0.1046
 45.1400, -0.0729, -0.1052
 45.1500, -0.0624, -0.1057
 45.1600, -0.0518, -0.1060
 45.1700, -0.0412, -0.1063
 45.1800, -0.0306, -0.1064
 45.1900, -0.0200, -0.1065
 45.2000, -0.0093, -0.1064
 45.2100,  0.0013, -0.1062
 45.2200,  0.0119, -0.1059
 45.2300,  0.0225, -0.1056
 45.2400,  0.0331, -0.1051
 45.2500,  0.0436, -0.1045
 45.2600,  0.0541, -0.1038
 45.2700,  0.0644, -0.1030
 45.2800,  0.0747, -0.1021
 45.2900,  0.0849, -0.1011
 45.3000,  0.0950, -0.1000
 45.3100,  0.1050, -0.0988
 45.3200,  0.1149, -0.0975
 45.3300,  0.1247, -0.0961
 45.3400,  0.1343, -0.0946
 45.3500,  0.1437, -0.0930
 45.3600,  0.1530, -0.0914
 45.3700,  0.1622, -0.0896
 45.3800,  0.1711, -0.0877
 45.3900,  0.1799, -0.0858
 45.4000,  0.1885, -0.0838
 45.4100,  0.1969, -0.0817
 45.4200,  0.2050, -0.0795
 45.4300,  0.2130, -0.0773
 45.4400,  0.2207, -0.0750
 45.4500,  0.2282, -0.0726
 45.4600,  0.2355, -0.0701
 45.4700,  0.2425, -0.0676
 45.4800,  0.2492, -0.0650
 45.4900,  0.2557, -0.0623
 45.5000,  0.2620, -0.0596
 45.5100,  0.2679, -0.0568
 45.5200,  0.2736, -0.0540
 45.5300,  0.2790, -0.0512
 45.5400,  0.2841, -0.0482
 45.5500,  0.2890, -0.0453
 45.5600,  0.2935, -0.0423
 45.5700,  0.2977, -0.0392
 45.5800,  0.3016, -0.0362
 45.5900,  0.3053, -0.0330
 45.6000,  0.3086, -0.0299
 45.6100,  0.3115, -0.0268
 45.6200,  0.3142, -0.0236
 45.6300,  0.3166, -0.0204
 45.6400,  0.3186, -0.0172
 45.6500,  0.3203, -0.0139
 45.6600,  0.3217, -0.0107
 45.6700,  0.3228, -0.0074
 45.6800,  0.3235, -0.0042
 45.6900,  0.3240, -0.0009
 45.7000,  0.3241,  0.0023
 45.7100,  0.3238,  0.0055
 45.7200,  0.3233,  0.0088
 45.7300,  0.3224,  0.0120
 45.7400,  0.3212,  0.0152
 45.7500,  0.3197,  0.0183
 45.7600,  0.3178,  0.0215
 45.7700,  0.3157,  0.0246
 45.7800,  0.3132,  0.0277
 45.7900,  0.3105,  0.0308
 45.8000,  0.3074,  0.0338
 45.8100,  0.3040,  0.0368
 45.8200,  0.3003,  0.0397
 45.8300,  0.2964,  0.0426
 45.8400,  0.2921,  0.0455
 45.8500,  0.2875,  0.0483
 45.8600,  0.2827,  0.0511
 45.8700,  0.2776,  0.0538
 45.8800,  0.2722,  0.0564
 45.8900,  0.2666,  0.0590
 45.9000,  0.2607,  0.0615
 45.9100,  0.2545,  0.0640
 45.9200,  0.2482,  0.0663
 45.9300,  0.2415,  0.0687
 45.9400,  0.2347,  0.0709
 45.9500,  0.2276,  0.0731
 45.9600,  0.2203,  0.0752
 45.9700,  0.2127,  0.0772
 45.9800,  0.2050,  0.0791
 45.9900,  0.1971,  0.0810
 46.0000,  0.1890,  0.0827
 46.0100,  0.1807,  0.0844
 46.0200,  0.1723,  0.0860
 46.0300,  0.1637,  0.0875
 46.0400,  0.1550,  0.0889
 46.0500,  0.1461,  0.0903
 46.0600,  0.1370,  0.0915
 46.0700,  0.1279,  0.0926
 46.0800,  0.1186,  0.0937
 46.0900,  0.1093,  0.0946
 46.1000,  0.0998,  0.0955
 46.1100,  0.0902,  0.0963
 46.1200,  0.0806,  0.0969
 46.1300,  0.0709,  0.0975
 46.1400,  0.0612,  0.0979
 46.1500,  0.0514,  0.0983
 46.1600,  0.0415,  0.0986
 46.1700,  0.0317,  0.0987
 46.1800,  0.0218,  0.0988
 46.1900,  0.0119,  0.0988
 46.2000,  0.0021,  0.0987
 46.2100, -0.0078,  0.0984
 46.2200, -0.0177,  0.0981
 46.2300, -0.0275,  0.0977
 46.2400, -0.0372,  0.0972
 46.2500, -0.0470,  0.0966
 46.2600, -0.0566,  0.0958
 46.2700, -0.0662,  0.0950
 46.2800, -0.0757,  0.0941
 46.2900, -0.0851,  0.0931
 46.3000, -0.0944,  0.0921
 46.3100, -0.1036,  0.0909
 46.3200, -0.1127,  0.0896
 46.3300, -0.1217,  0.0883
 46.3400, -0.1305,  0.0868
 46.3500, -0.1392,  0.0853
 46.3600, -0.1477,  0.0837
 46.3700, -0.1561,  0.0820
 46.3800, -0.1643,  0.0803
 46.3900, -0.1723,  0.0784
 46.4000, -0.1802,  0.0765
 46.4100, -0.1878,  0.0745
 46.4200, -0.1953,  0.0724
 46.4300, -0.2025,  0.0703
 46.4400, -0.2095,  0.0681
 46.4500, -0.2163,  0.0658
 46.4600, -0.2229,  0.0635
 46.4700, -0.2293,  0.0611
 46.4800, -0.2354,  0.0587
 46.4900, -0.2413,  0.0562
 46.5000, -0.2469,  0.0536
 46.5100, -0.2522,  0.0510
 46.5200, -0.2573,  0.0484
 46.5300, -0.2622,  0.0457
 46.5400, -0.2667,  0.0429
 46.5500, -0.2710,  0.0402
 46.5600, -0.2751,  0.0374
 46.5700, -0.2788,  0.0345
 46.5800, -0.2822,  0.0316
 46.5900, -0.2854,  0.0287
 46.6000, -0.2883,  0.0258
 46.6100, -0.2909,  0.0229
 46.6200, -0.2931,  0.0199
 46.6300, -0.2951,  0.0169
 46.6400, -0.2968,  0.0139
 46.6500, -0.2982,  0.0109
 46.6600, -0.2993,  0.0079
 46.6700, -0.3001,  0.0049
 46.6800, -0.3006,  0.0019
 46.6900, -0.3008, -0.0011
 46.7000, -0.3007, -0.0041
 46.7100, -0.3002, -0.0071
 46.7200, -0.2995, -0.0101
 46.7300, -0.2985, -0.0131
 46.7400, -0.2972, -0.0160
 46.7500, -0.2956, -0.0190
 46.7600, -0.2937, -0.0219
 46.7700, -0.2915, -0.0248
 46.7800, -0.2890, -0.0276
 46.7900, -0.2863, -0.0304
 46.8000, -0.2832, -0.0332
 46.8100, -0.2799, -0.0360
 46.8200, -0.2763, -0.0387
 46.8300, -0.2725, -0.0413
 46.8400, -0.2683, -0.0440
 46.8500, -0.2639, -0.0465
 46.8600, -0.2593, -0.0491
 46.8700, -0.2544, -0.0515
 46.8800, -0.2492, -0.0540
 46.8900, -0.2438, -0.0563
 46.9000, -0.2382, -0.0586
 46.9100, -0.2323, -0.0608
 46.9200, -0.2262, -0.0630
 46.9300, -0.2199, -0.0651
 46.9400, -0.2134, -0.0672
 46.9500, -0.2067, -0.0691
 46.9600, -0.1998, -0.0710
 46.9700, -0.1927, -0.0728
 46.9800, -0.1854, -0.0746
 46.9900, -0.1780, -0.0762
 47.0000, -0.1703, -0.0778
 47.0100, -0.1625, -0.0793
 47.0200, -0.1546, -0.0808
 47.0300, -0.1465, -0.0821
 47.0400, -0.1383, -0.0834
 47.0500, -0.1300, -0.0846
 47.0600, -0.1215, -0.0856
 47.0700, -0.1130, -0.0866
 47.0800, -0.1043, -0.0876
 47.0900, -0.0955, -0.0884
 47.1000, -0.0867, -0.0891
 47.1100, -0.0778, -0.0898
 47.1200, -0.0688, -0.0903
 47.1300, -0.0598, -0.0908
 47.1400, -0.0507, -0.0911
 47.1500, -0.0416, -0.0914
 47.1600, -0.0325, -0.0916
 47.1700, -0.0233, -0.0917
 47.1800, -0.0141, -0.0917
 47.1900, -0.0050, -0.0916
 47.2000,  0.0042, -0.0914
 47.2100,  0.0134, -0.0912
 47.2200,  0.0225, -0.0908
 47.2300,  0.0315, -0.0904
 47.2400,  0.0406, -0.0898
 47.2500,  0.0496, -0.0892
 47.2600,  0.0585, -0.0885
 47.2700,  0.0673, -0.0877
 47.2800,  0.0761, -0.0868
 47.2900,  0.0848, -0.0858
 47.3000,  0.0934, -0.0847
 47.3100,  0.1018, -0.0836
 47.3200,  0.1102, -0.0824
 47.3300,  0.1184, -0.0810
 47.3400,  0.1265, -0.0797
 47.3500,  0.1345, -0.0782
 47.3600,  0.1423, -0.0767
 47.3700,  0.1500, -0.0750
 47.3800,  0.1575, -0.0734
 47.3900,  0.1648, -0.0716
 47.4000,  0.1720, -0.0698
 47.4100,  0.1790, -0.0679
 47.4200,  0.1857, -0.0659
 47.4300,  0.1923, -0.0639
 47.4400,  0.1987, -0.0618
 47.4500,  0.2049, -0.0597
 47.4600,  0.2109, -0.0575
 47.4700,  0.2166, -0.0552
 47.4800,  0.2221, -0.0529
 47.4900,  0.2274, -0.0506
 47.5000,  0.2325, -0.0482
 47.5100,  0.2373, -0.0457
 47.5200,  0.2419, -0.0432
 47.5300,  0.2462, -0.0407
 47.5400,  0.2503, -0.0381
 47.5500,  0.2541, -0.0355
 47.5600,  0.2576, -0.0329
 47.5700,  0.2609, -0.0303
 47.5800,  0.2640, -0.0276
 47.5900,  0.2667, -0.0249
 47.6000,  0.2692, -0.0221
 47.6100,  0.2714, -0.0194
 47.6200,  0.2733, -0.0166
 47.6300,  0.2750, -0.0138
 47.6400,  0.2764, -0.0111
 47.6500,  0.2775, -0.0083
 47.6600,  0.2783, -0.0055
 47.6700,  0.2789, -0.0027
 47.6800,  0.2791,  0.0001
 47.6900,  0.2791,  0.0029
 47.7000,  0.2788,  0.0057
 47.7100,  0.2783,  0.0085
 47.7200,  0.2774,  0.0112
 47.7300,  0.2763,  0.0140
 47.7400,  0.2749,  0.0167
 47.7500,  0.2732,  0.0194
 47.7600,  0.2713,  0.0221
 47.7700,  0.2691,  0.0248
 47.7800,  0.2666,  0.0274
 47.7900,  0.2639,  0.0300
 47.8000,  0.2609,  0.0325
 47.8100,  0.2576,  0.0351
 47.8200,  0.2541,  0.0376
 47.8300,  0.2503,  0.0400
 47.8400,  0.2463,  0.0424
 47.8500,  0.2421,  0.0448
 47.8600,  0.2376,  0.0471
 47.8700,  0.2329,  0.0493
 47.8800,  0.2280,  0.0515
 47.8900,  0.2228,  0.0537
 47.9000,  0.2175,  0.0558
 47.9100,  0.2119,  0.0578
 47.9200,  0.2061,  0.0598
 47.9300,  0.2001,  0.0617
 47.9400,  0.1940,  0.0636
 47.9500,  0.1876,  0.0653
 47.9600,  0.1811,  0.0670
 47.9700,  0.1744,  0.0687
 47.9800,  0.1675,  0.0703
 47.9900,  0.1605,  0.0718
 48.0000,  0.1533,  0.0732
 48.0100,  0.1460,  0.0745
 48.0200,  0.1385,  0.0758
 48.0300,  0.1309,  0.0770
 48.0400,  0.1232,  0.0781
 48.0500,  0.1154,  0.0792
 48.0600,  0.1075,  0.0801
 48.0700,  0.0995,  0.0810
 48.0800,  0.0914,  0.0818
 48.0900,  0.0832,  0.0825
 48.1000,  0.0750,  0.0831
 48.1100,  0.0667,  0.0837
 48.1200,  0.0583,  0.0841
 48.1300,  0.0499,  0.0845
 48.1400,  0.0414,  0.0848
 48.1500,  0.0329,  0.0850
 48.1600,  0.0245,  0.0851
 48.1700,  0.0159,  0.0851
 48.1800,  0.0074,  0.0851
 48.1900, -0.0011,  0.0849
 48.2000, -0.0096,  0.0847
 48.2100, -0.0180,  0.0844
 48.2200, -0.0265,  0.0840
 48.2300, -0.0349,  0.0835
 48.2400, -0.0432,  0.0830
 48.2500, -0.0515,  0.0823
 48.2600, -0.0598,  0.0816
 48.2700, -0.0679,  0.0808
 48.2800, -0.0760,  0.0799
 48.2900, -0.0840,  0.0790
 48.3000, -0.0919,  0.0779
 48.3100, -0.0997,  0.0768
 48.3200, -0.1074,  0.0756
 48.3300, -0.1149,  0.0744
 48.3400, -0.1224,  0.0730
 48.3500, -0.1297,  0.0716
 48.3600, -0.1369,  0.0702
 48.3700, -0.1439,  0.0686
 48.3800, -0.1507,  0.0670
 48.3900, -0.1574,  0.0653
 48.4000, -0.1640,  0.0636
 48.4100, -0.1703,  0.0618
 48.4200, -0.1765,  0.0599
 48.4300, -0.1825,  0.0580
 48.4400, -0.1883,  0.0560
 48.4500, -0.1939,  0.0540
 48.4600, -0.1993,  0.0520
 48.4700, -0.2045,  0.0498
 48.4800, -0.2095,  0.0477
 48.4900, -0.2142,  0.0454
 48.5000, -0.2188,  0.0432
 48.5100, -0.2231,  0.0409
 48.5200, -0.2272,  0.0386
 48.5300, -0.2311,  0.0362
 48.5400, -0.2347,  0.0338
 48.5500, -0.2381,  0.0314
 48.5600, -0.2412,  0.0289
 48.5700, -0.2441,  0.0264
 48.5800, -0.2467,  0.0239
 48.5900, -0.2491,  0.0214
 48.6000, -0.2513,  0.0188
 48.6100, -0.2531,  0.0163
 48.6200, -0.2548,  0.0137
 48.6300, -0.2561,  0.0111
 48.6400, -0.2572,  0.0085
 48.6500, -0.2581,  0.0059
 48.6600, -0.2587,  0.0033
 48.6700, -0.2590,  0.0008
 48.6800, -0.2591, -0.0018
 48.6900, -0.2589, -0.0044
 48.7000, -0.2585, -0.0070
 48.7100, -0.2578, -0.0096
 48.7200, -0.2568, -0.0121
 48.7300, -0.2556, -0.0147
 48.7400, -0.2541, -0.0172
 48.7500, -0.2524, -0.0197
 48.7600, -0.2505, -0.0222
 48.7700, -0.2482, -0.0246
 48.7800, -0.2458, -0.0270
 48.7900, -0.2431, -0.0294
 48.8000, -0.2401, -0.0318
 48.8100, -0.2370, -0.0341
 48.8200, -0.2335, -0.0364
 48.8300, -0.2299, -0.0386
 48.8400, -0.2260, -0.0408
 48.8500, -0.2220, -0.0430
 48.8600, -0.2177, -0.0451
 48.8700, -0.2132, -0.0472
 48.8800, -0.2084, -0.0492
 48.8900, -0.2035, -0.0511
 48.9000, -0.1984, -0.0530
 48.9100, -0.1931, -0.0549
 48.9200, -0.1876, -0.0567
 48.9300, -0.1819, -0.0584
 48.9400, -0.1761, -0.0601
 48.9500, -0.1701, -0.0617
 48.9600, -0.1639, -0.0633
 48.9700, -0.1576, -0.0647
 48.9800, -0.1511, -0.0662
 48.9900, -0.1445, -0.0675
 49.0000, -0.1378, -0.0688
 49.0100, -0.1309, -0.0700
 49.0200, -0.1239, -0.0711
 49.0300, -0.1168, -0.0722
 49.0400, -0.1095, -0.0732
 49.0500, -0.1022, -0.0741
 49.0600, -0.0948, -0.0749
 49.0700, -0.0873, -0.0757
 49.0800, -0.0798, -0.0764
 49.0900, -0.0721, -0.0770
 49.1000, -0.0644, -0.0775
 49.1100, -0.0567, -0.0779
 49.1200, -0.0489, -0.0783
 49.1300, -0.0411, -0.0786
 49.1400, -0.0332, -0.0788
 49.1500, -0.0253, -0.0790
 49.1600, -0.0174, -0.0790
 49.1700, -0.0095, -0.0790
 49.1800, -0.0016, -0.0789
 49.1900,  0.0063, -0.0787
 49.2000,  0.0141, -0.0784
 49.2100,  0.0220, -0.0781
 49.2200,  0.0298, -0.0777
 49.2300,  0.0376, -0.0772
 49.2400,  0.0453, -0.0766
 49.2500,  0.0529, -0.0760
 49.2600,  0.0605, -0.0753
 49.2700,  0.0681, -0.0745
 49.2800,  0.0755, -0.0736
 49.2900,  0.0829, -0.0727
 49.3000,  0.0901, -0.0717
 49.3100,  0.0973, -0.0706
 49.3200,  0.1044, -0.0694
 49.3300,  0.1113, -0.0682
 49.3400,  0.1181, -0.0669
 49.3500,  0.1248, -0.0656
 49.3600,  0.1314, -0.0642
 49.3700,  0.1378, -0.0627
 49.3800,  0.1441, -0.0612
 49.3900,  0.1502, -0.0596
 49.4000,  0.1561, -0.0579
 49.4100,  0.1619, -0.0562
 49.4200,  0.1676, -0.0544
 49.4300,  0.1730, -0.0526
 49.4400,  0.1783, -0.0508
 49.4500,  0.1833, -0.0489
 49.4600,  0.1882, -0.0469
 49.4700,  0.1929, -0.0449
 49.4800,  0.1974, -0.0429
 49.4900,  0.2017, -0.0408
 49.5000,  0.2058, -0.0387
 49.5100,  0.2096, -0.0365
 49.5200,  0.2133, -0.0343
 49.5300,  0.2167, -0.0321
 49.5400,  0.2199, -0.0299
 49.5500,  0.2229, -0.0276
 49.5600,  0.2257, -0.0253
 49.5700,  0.2282, -0.0230
 49.5800,  0.2305, -0.0206
 49.5900,  0.2326, -0.0183
 49.6000,  0.2344, -0.0159
 49.6100,  0.2360, -0.0135
 49.6200,  0.2373, -0.0111
 49.6300,  0.2385, -0.0087
 49.6400,  0.2393, -0.0063
 49.6500,  0.2400, -0.0039
 49.6600,  0.2403, -0.0015
 49.6700,  0.2405,  0.0009
 49.6800,  0.2404,  0.0033
 49.6900,  0.2401,  0.0057
 49.7000,  0.2395,  0.0081
 49.7100,  0.2387,  0.0105
 49.7200,  0.2376,  0.0128
 49.7300,  0.2364,  0.0152
 49.7400,  0.2348,  0.0175
 49.7500,  0.2331,  0.0198
 49.7600,  0.2311,  0.0221
 49.7700,  0.2289,  0.0243
 49.7800,  0.2265,  0.0266
 49.7900,  0.2238,  0.0288
 49.8000,  0.2209,  0.0309
 49.8100,  0.2178,  0.0331
 49.8200,  0.2145,  0.0352
 49.8300,  0.2110,  0.0372
 49.8400,  0.2073,  0.0392
 49.8500,  0.2034,  0.0412
 49.8600,  0.1993,  0.0431
 49.8700,  0.1949,  0.0450
 49.8800,  0.1904,  0.0469
 49.8900,  0.1857,  0.0487
 49.9000,  0.1809,  0.0504
 49.9100,  0.1758,  0.0521
 49.9200,  0.1706,  0.0537
 49.9300,  0.1653,  0.0553
 49.9400,  0.1597,  0.0568
 49.9500,  0.1541,  0.0582
 49.9600,  0.1482,  0.0596
 49.9700,  0.1423,  0.0610
 49.9800,  0.1362,  0.0622
 49.9900,  0.1300,  0.0634
 50.0000,  0.1236,  0.0646
 50.0100,  0.1171,  0.0657
 50.0200,  0.1106,  0.0667
 50.0300,  0.1039,  0.0676
 50.0400,  0.0972,  0.0685
 50.0500,  0.0903,  0.0693
 50.0600,  0.0834,  0.0700
 50.0700,  0.0764,  0.0707
 50.0800,  0.0693,  0.0713
 50.0900,  0.0622,  0.0718
 50.1000,  0.0550,  0.0722
 50.1100,  0.0478,  0.0726
 50.1200,  0.0405,  0.0729
 50.1300,  0.0332,  0.0731
 50.1400,  0.0259,  0.0733
 50.1500,  0.0186,  0.0733
 50.1600,  0.0113,  0.0733
 50.1700,  0.0039,  0.0733
 50.1800, -0.0034,  0.0731
 50.1900, -0.0107,  0.0729
 50.2000, -0.0180,  0.0726
 50.2100, -0.0252,  0.0722
 50.2200, -0.0325,  0.0718
 50.2300, -0.0397,  0.0713
 50.2400, -0.0468,  0.0707
 50.2500, -0.0539,  0.0701
 50.2600, -0.0609,  0.0694
 50.2700, -0.0678,  0.0686
 50.2800, -0.0747,  0.0677
 50.2900, -0.0814,  0.0668
 50.3000, -0.0881,  0.0658
 50.3100, -0.0947,  0.0648
 50.3200, -0.1012,  0.0637
 50.3300, -0.1076,  0.0625
 50.3400, -0.1138,  0.0613
 50.3500, -0.1199,  0.0600
 50.3600, -0.1259,  0.0586
 50.3700, -0.1318,  0.0572
 50.3800, -0.1375,  0.0558
 50.3900, -0.1431,  0.0543
 50.4000, -0.1485,  0.0527
 50.4100, -0.1538,  0.0511
 50.4200, -0.1589,  0.0494
 50.4300, -0.1639,  0.0477
 50.4400, -0.1686,  0.0459
 50.4500, -0.1732,  0.0441
 50.4600, -0.1776,  0.0423
 50.4700, -0.1819,  0.0404
 50.4800, -0.1859,  0.0385
 50.4900, -0.1898,  0.0365
 50.5000, -0.1934,  0.0346
 50.5100, -0.1969,  0.0325
 50.5200, -0.2001,  0.0305
 50.5300, -0.2032,  0.0284
 50.5400, -0.2060,  0.0263
 50.5500, -0.2086,  0.0242
 50.5600, -0.2111,  0.0220
 50.5700, -0.2133,  0.0199
 50.5800, -0.2152,  0.0177
 50.5900, -0.2170,  0.0155
 50.6000, -0.2186,  0.0133
 50.6100, -0.2199,  0.0111
 50.6200, -0.2210,  0.0088
 50.6300, -0.2219,  0.0066
 50.6400, -0.2225,  0.0044
 50.6500, -0.2230,  0.0021
 50.6600, -0.2232, -0.0001
 50.6700, -0.2232, -0.0023
 50.6800, -0.2230, -0.0046
 50.6900, -0.2225, -0.0068
 50.7000, -0.2218, -0.0090
 50.7100, -0.2209, -0.0112
 50.7200, -0.2198, -0.0134
 50.7300, -0.2185, -0.0155
 50.7400, -0.2169, -0.0177
 50.7500, -0.2151, -0.0198
 50.7600, -0.2132, -0.0219
 50.7700, -0.2110, -0.0240
 50.7800, -0.2086, -0.0260
 50.7900, -0.2060, -0.0280
 50.8000, -0.2032, -0.0300
 50.8100, -0.2002, -0.0320
 50.8200, -0.1970, -0.0339
 50.8300, -0.1936, -0.0358
 50.8400, -0.1900, -0.0376
 50.8500, -0.1862, -0.0395
 50.8600, -0.1823, -0.0412
 50.8700, -0.1782, -0.0429
 50.8800, -0.1739, -0.0446
 50.8900, -0.1694, -0.0462
 50.9000, -0.1648, -0.0478
 50.9100, -0.1600, -0.0493
 50.9200, -0.1551, -0.0508
 50.9300, -0.1500, -0.0522
 50.9400, -0.1448, -0.0536
 50.9500, -0.1394, -0.0549
 50.9600, -0.1339, -0.0562
 50.9700, -0.1283, -0.0574
 50.9800, -0.1226, -0.0585
 50.9900, -0.1167, -0.0596
 51.0000, -0.1107, -0.0606
 51.0100, -0.1047, -0.0616
 51.0200, -0.0985, -0.0625
 51.0300, -0.0923, -0.0633
 51.0400, -0.0859, -0.0641
 51.0500, -0.0795, -0.0648
 51.0600, -0.0731, -0.0654
 51.0700, -0.0665, -0.0660
 51.0800, -0.0599, -0.0665
 51.0900, -0.0533, -0.0669
 51.1000, -0.0466, -0.0673
 51.1100, -0.0399, -0.0676
 51.1200, -0.0331, -0.0678
 51.1300, -0.0263, -0.0679
 51.1400, -0.0195, -0.0680
 51.1500, -0.0127, -0.0681
 51.1600, -0.0059, -0.0680
 51.1700,  0.0009, -0.0679
 51.1800,  0.0077, -0.0677
 51.1900,  0.0144, -0.0675
 51.2000,  0.0212, -0.0672
 51.2100,  0.0279, -0.0668
 51.2200,  0.0346, -0.0664
 51.2300,  0.0412, -0.0658
 51.2400,  0.0478, -0.0653
 51.2500,  0.0543, -0.0646
 51.2600,  0.0608, -0.0639
 51.2700,  0.0672, -0.0631
 51.2800,  0.0735, -0.0623
 51.2900,  0.0797, -0.0614
 51.3000,  0.0859, -0.0605
 51.3100,  0.0919, -0.0595
 51.3200,  0.0979, -0.0584
 51.3300,  0.1037, -0.0573
 51.3400,  0.1094, -0.0561
 51.3500,  0.1151, -0.0549
 51.3600,  0.1205, -0.0536
 51.3700,  0.1259, -0.0522
 51.3800,  0.1311, -0.0508
 51.3900,  0.1362, -0.0494
 51.4000,  0.1411, -0.0479
 51.4100,  0.1459, -0.0464
 51.4200,  0.1506, -0.0448
 51.4300,  0.1551, -0.0432
 51.4400,  0.1594, -0.0415
 51.4500,  0.1635, -0.0398
 51.4600,  0.1675, -0.0381
 51.4700,  0.1713, -0.0363
 51.4800,  0.1750, -0.0345
 51.4900,  0.1784, -0.0327
 51.5000,  0.1817, -0.0308
 51.5100,  0.1848, -0.0289
 51.5200,  0.1877, -0.0270
 51.5300,  0.1904, -0.0251
 51.5400,  0.1929, -0.0231
 51.5500,  0.1952, -0.0211
 51.5600,  0.1973, -0.0191
 51.5700,  0.1992, -0.0171
 51.5800,  0.2009, -0.0151
 51.5900,  0.2024, -0.0130
 51.6000,  0.2037, -0.0110
 51.6100,  0.2048, -0.0089
 51.6200,  0.2057, -0.0068
 51.6300,  0.2064, -0.0047
 51.6400,  0.2068, -0.0027
 51.6500,  0.2071, -0.0006
 51.6600,  0.2072,  0.0015
 51.6700,  0.2070,  0.0035
 51.6800,  0.2067,  0.0056
 51.6900,  0.2061,  0.0077
 51.7000,  0.2053,  0.0097
 51.7100,  0.2044,  0.0117
 51.7200,  0.2032,  0.0137
 51.7300,  0.2018,  0.0157
 51.7400,  0.2003,  0.0177
 51.7500,  0.1985,  0.0197
 51.7600,  0.1965,  0.0216
 51.7700,  0.1944,  0.0235
 51.7800,  0.1920,  0.0254
 51.7900,  0.1895,  0.0273
 51.8000,  0.1867,  0.0291
 51.8100,  0.1838,  0.0309
 51.8200,  0.1807,  0.0327
 51.8300,  0.1775,  0.0344
 51.8400,  0.1740,  0.0361
 51.8500,  0.1704,  0.0377
 51.8600,  0.1667,  0.0393
 51.8700,  0.1627,  0.0409
 51.8800,  0.1586,  0.0424
 51.8900,  0.1544,  0.0439
 51.9000,  0.1500,  0.0453
 51.9100,  0.1455,  0.0467
 51.9200,  0.1408,  0.0481
 51.9300,  0.1360,  0.0493
 51.9400,  0.1311,  0.0506
 51.9500,  0.1260,  0.0518
 51.9600,  0.1208,  0.0529
 51.9700,  0.1155,  0.0540
 51.9800,  0.1101,  0.0550
 51.9900,  0.1046,  0.0560
 52.0000,  0.0990,  0.0569
 52.0100,  0.0933,  0.0577
 52.0200,  0.0876,  0.0585
 52.0300,  0.0817,  0.0592
 52.0400,  0.0758,  0.0599
 52.0500,  0.0698,  0.0605
 52.0600,  0.0638,  0.0611
 52.0700,  0.0577,  0.0615
 52.0800,  0.0515,  0.0620
 52.0900,  0.0453,  0.0623
 52.1000,  0.0391,  0.0626
 52.1100,  0.0328,  0.0629
 52.1200,  0.0265,  0.0630
 52.1300,  0.0202,  0.0631
 52.1400,  0.0139,  0.0632
 52.1500,  0.0076,  0.0632
 52.1600,  0.0013,  0.0631
 52.1700, -0.0050,  0.0629
 52.1800, -0.0113,  0.0627
 52.1900, -0.0176,  0.0625
 52.2000, -0.0238,  0.0621
 52.2100, -0.0301,  0.0617
 52.2200, -0.0362,  0.0613
 52.2300, -0.0424,  0.0608
 52.2400, -0.0484,  0.0602
 52.2500, -0.0544,  0.0595
 52.2600, -0.0604,  0.0589
 52.2700, -0.0663,  0.0581
 52.2800, -0.0721,  0.0573
 52.2900, -0.0778,  0.0564
 52.3000, -0.0835,  0.0555
 52.3100, -0.0890,  0.0545
 52.3200, -0.0945,  0.0535
 52.3300, -0.0998,  0.0524
 52.3400, -0.1051,  0.0513
 52.3500, -0.1102,  0.0501
 52.3600, -0.1152,  0.0489
 52.3700, -0.1201,  0.0476
 52.3800, -0.1249,  0.0463
 52.3900, -0.1295,  0.0449
 52.4000, -0.1340,  0.0435
 52.4100, -0.1383,  0.0421
 52.4200, -0.1425,  0.0406
 52.4300, -0.1466,  0.0391
 52.4400, -0.1505,  0.0375
 52.4500, -0.1543,  0.0359
 52.4600, -0.1579,  0.0343
 52.4700, -0.1613,  0.0326
 52.4800, -0.1645,  0.0309
 52.4900, -0.1676,  0.0292
 52.5000, -0.1706,  0.0274
 52.5100, -0.1733,  0.0257
 52.5200, -0.1759,  0.0239
 52.5300, -0.1783,  0.0221
 52.5400, -0.1805,  0.0202
